name,short_code,type,region,district,latitude,longitude,zone
MAKANGALAWE,104080-7,public,Njombe,Makete DC,-9.337733,34.344379,shighland
MAKANGARA,104081-5,public,Lindi,Lindi MC,-10.00742,39.38101,southern
Makangarawe,104082-3,public,Dar Es Salaam,Temeke MC,-6.88418,39.24591,coastal
MAKANJAULA,104084-9,public,Njombe,Njombe TC,-9.544776,34.817448,shighland
MAKANJIRO,104085-6,public,Lindi,Ruangwa DC,-10.1195,38.868,southern
MAKANKA,111786-0,public,Tanga,Lushoto DC,-4.80612,38.38364,coastal
MAKANYA,104087-2,public,Tanga,Lushoto DC,-4.62898,38.4844,coastal
MAKANYA,104089-8,public,Kilimanjaro,Same DC,-4.342199,37.729522,northern
MAKANYA,104091-4,private,Kilimanjaro,Same DC,-4.35901,37.82223,northern
MAKANYA,121906-2,private,Dar Es Salaam,Kinondoni MC,,,coastal
MAKANYA KITIVO,104090-6,public,Kilimanjaro,Same DC,-4.43788,37.825487,northern
MAKANYAGIO,123244-6,public,Katavi,Mpanda MC,-6.20611,31.04069,shighland
MAKANYAMA,122783-4,public,Mtwara,Masasi DC,-10.86557,38.90186,southern
MAKAO,111199-6,public,Simiyu,Meatu DC,-3.38616,34.82496,lake
MAKAO MAKUU YA JESHI (MM JESHI),106409-6,public,Dar Es Salaam,Ilala MC,-6.80433,39.28031,coastal
Makao ya Watoto,120499-9,public,Dodoma,Dodoma CC,-6.19025,35.95111,central
MAKASUKU,104093-0,public,Singida,Manyoni DC,,,central
MAKATA,104094-8,public,Lindi,Liwale DC,-9.7356,37.84229,southern
MAKATAPOLA,104096-3,public,Iringa,Iringa DC,-7.13859,35.86334,shighland
MAKAWA,104097-1,public,Dodoma,Kongwa DC,-5.75433,36.54087,central
MAKAZI,104098-9,public,Tabora,Uyui DC,-4.94851,32.30954,central
MAKAZI,121263-8,private,Dodoma,Kondoa TC,-4.90532,35.78488,central
MAKEDONIA,111386-9,private,Iringa,Iringa MC,-7.78341,35.69365,shighland
MAKENDZA,104099-7,private,Mbeya,Mbeya CC,-8.93023,33.38543,shighland
MAKERE,104100-3,public,Kigoma,Kasulu DC,-4.278725,30.419551,central
MAKETE,111267-1,public,Mbeya,Rungwe DC,-9.380468,33.62498,shighland
Makete DC,124772-5,public,Njombe,Makete DC,,,shighland
MAKHANDI,123234-7,public,Singida,Singida DC,-4.69279,34.91291,central
MAKI,122922-8,private,Tanga,Tanga CC,-5.06493,39.29451,coastal
MAKIBA,104103-7,public,Arusha,Meru DC,-3.509728,36.960477,northern
MAKIFU,104104-5,public,Iringa,Iringa DC,-7.89365,35.06432,shighland
MAKILAWA,104969-1,public,Singida,Ikungi DC,-5.04677,34.47742,central
MAKIMA,122500-2,public,Pwani,Kibiti DC,-7.59761,38.73869,coastal
MAKINDO HEALTH CARE,121031-9,private,Dar Es Salaam,Temeke MC,,,coastal
MAKINGI,113128-3,private,Singida,Ikungi DC,-5.0804,34.4608,central
MAKINGI,111210-1,public,Tabora,Kaliua DC,-4.68289001,32.29027001,central
Makirinya,110997-4,public,Dodoma,Kondoa DC,-4.92438,36.10515,central
MAKISOKA OPTICAL GOODS,121648-0,private,Arusha,Arusha CC,,,northern
MAKMARO,120248-0,private,Dar Es Salaam,Ubungo MC,-6.80044,39.21528,coastal
MAKNESH,111133-5,private,Dar Es Salaam,Ubungo MC,-6.78314,39.1414,coastal
MAKOA,112549-1,private,Mara,Tarime TC,-1.35412,34.36043,lake
MAKOGA,104107-8,public,Songwe,Ileje DC,-9.335446,33.515982,shighland
MAKOGA,104108-6,public,Njombe,Wanging'ombe DC,-9.330994,34.557194,shighland
Makoja,109605-6,public,Dodoma,Chamwino DC,-6.20709,36.14169,central
MAKOJO,123822-9,public,Mara,Musoma DC,-1.87761,33.38204,lake
MAKOKA RC,104109-4,private,Dar Es Salaam,Ilala MC,-6.81688,39.17981,coastal
MAKOKO,104110-2,public,Mara,Musoma MC,-1.49313,33.77409,lake
Makole,104113-6,public,Dodoma,Dodoma CC,-6.17436,35.759,central
MAKOLE,104114-4,public,Tanga,Lushoto DC,-4.63317,38.39083,coastal
Makole,104115-1,public,Dodoma,Dodoma CC,-6.179808,35.751918,central
MAKOMBE,104117-7,public,Iringa,Iringa DC,-7.9501,35.24512,shighland
MAKOMBE,110149-2,public,Pwani,Chalinze DC,-6.416267,38.301867,coastal
MAKOME A,110718-4,public,Mtwara,Mtwara DC,-10.475715,40.177733,southern
MAKOME B,110717-6,public,Mtwara,Mtwara DC,-10.490467,40.199439,southern
MAKOMELO,104118-5,public,Tabora,Igunga DC,-4.28765,33.87205,central
MAKOMU,104119-3,private,Kilimanjaro,Moshi DC,-3.27952,37.49792,northern
MAKONDE,104120-1,public,Njombe,Ludewa DC,-9.94312,34.45861,shighland
MAKONG'ONDA,104126-8,public,Mtwara,Masasi DC,-11.02657,39.25684,southern
MAKONG'ONDERA,108625-5,public,Mtwara,Nanyumbu DC,-10.823505,38.155695,southern
MAKONGA,104122-7,public,Mtwara,Newala TC,,,southern
MAKONGATI,123079-6,public,Iringa,Iringa DC,-7.89837,35.42609,shighland
MAKONGE,104123-5,public,Tabora,Kaliua DC,-4.66199001,32.2449001,central
MAKONGO,123729-6,private,Dar Es Salaam,Kinondoni MC,-6.15278,39.60365,coastal
MAKONGO HILLS,110472-8,private,Dar Es Salaam,Kinondoni MC,-6.75771,39.199038,coastal
MAKONGO JUU,108450-8,public,Dar Es Salaam,Kinondoni MC,-6.758377,39.203005,coastal
MAKONGOLO,120801-6,public,Shinyanga,Ushetu DC,-3.9638,32.2196,lake
MAKONGOLOSI,112616-8,private,Mbeya,Chunya DC,-8.41565,33.16002,shighland
MAKONGOLOSI,109211-3,public,Mbeya,Chunya DC,-8.41629,33.15918,shighland
MAKONGORO,121391-7,public,Mara,Rorya DC,-1.44292,34.05192,lake
MAKONGORO,104128-4,public,Mwanza,Nyamagana MC,-2.505435,32.901078,lake
MAKONZO,107773-4,private,Mara,Tarime TC,-1.34204,34.38381,lake
MAKOROBOI,125244-4,private,Mwanza,Nyamagana MC,-2.51946,32.89974,lake
MAKORONGO,104129-2,public,Dodoma,Chemba DC,-5.525658,35.643301,central
MAKORONGONI,114854-3,private,Iringa,Iringa MC,-7.78033,35.69366,shighland
MAKOSE,110374-6,public,Dodoma,Mpwapwa DC,-6.93403,36.41961,central
MAKOSE,104133-4,public,Tanga,Lushoto DC,-4.60539,38.2644,coastal
MAKOTE,104134-2,public,Mtwara,Newala TC,-10.9535,39.3375,southern
MAKOTEA,104135-9,public,Singida,Ikungi DC,-4.95417,34.96091,central
MAKOYE,111498-2,private,Geita,Geita TC,-2.86605,32.24718,lake
MAKSORO,121710-8,public,Arusha,Meru DC,-3.39507,36.77885,northern
MAKUBIGACHU,120247-2,private,Shinyanga,Kahama MC,-3.8248966,32.605892,lake
MAKUBURI,104137-5,public,Dar Es Salaam,Ubungo MC,-6.80815,39.21457,coastal
MAKUKA,104138-3,public,Iringa,Iringa DC,-7.21922,35.71297,shighland
MAKUKWE,104139-1,public,Mtwara,Newala DC,-10.8299,39.3816,southern
MAKULANI,104140-9,public,Mtwara,Masasi TC,-10.80153,38.682567,southern
MAKUMBA,104142-5,public,Tanga,Korogwe DC,-4.9568,38.60264,coastal
MAKUMBEA,123397-2,public,Pwani,Mkuranga DC,-7.46996,39.23288,coastal
MAKUMBUSHO,114099-5,public,Dar Es Salaam,Kinondoni MC,,,coastal
MAKUNDA,121469-1,public,Singida,Iramba DC,-4.42865,34.47205,central
MAKUNDUSI,123410-3,public,Mara,Serengeti DC,-2.05684,34.46611,lake
MAKUNGU,110979-2,public,Iringa,Kilolo DC,-7.88114,36.08771,shighland
MAKUNGU VA,104143-3,private,Iringa,Mufindi DC,-8.66223,35.34714,shighland
MAKURO,122402-1,public,Singida,Singida DC,-4.51646,34.92754,central
Makuru,105448-5,public,Singida,Manyoni DC,-5.52315,34.96488,central
MAKURUGUSI,104145-8,public,Geita,Chato DC,-2.91882,31.74032,lake
MAKURUMLA,104658-0,public,Dar Es Salaam,Ubungo MC,-6.80521,39.24222,coastal
MAKURUNGE,104146-6,public,Pwani,Bagamoyo DC,-6.4725,38.7827,coastal
MAKUSARO WAZO,121309-9,private,Dar Es Salaam,Kinondoni MC,-6.66595,39.17641,coastal
MAKUTANO,111889-2,private,Dar Es Salaam,Ubungo MC,-6.80681,39.22959,coastal
MAKUTINI,122166-2,public,Tanga,Bumbuli DC,-4.4711,38.3115,coastal
MAKUTUPORA,115090-3,public,Dodoma,Dodoma CC,-6.25237,35.74836,central
MAKUTUPORA,104148-2,public,Singida,Manyoni DC,-5.7792,35.1141604,central
Makutupora JKT,104150-8,public,Dodoma,Dodoma CC,-5.99385,35.75257,central
MAKUYU,104151-6,public,Morogoro,Mvomero DC,-6.31674,37.3862,coastal
MAKUYU,112105-2,public,Morogoro,Gairo DC,-6.03889,37.18724,coastal
MAKUYUNI,104153-2,public,Kilimanjaro,Moshi DC,-3.41555,37.54922,northern
MAKUYUNI,104152-4,public,Arusha,Monduli DC,-3.449344,36.196862,northern
MAKUYUNI DPDTC,122316-3,private,Arusha,Monduli DC,-3.53997,36.10883,northern
MAKWAI,104155-7,private,Ruvuma,Nyasa DC,-11.163671,34.725101,shighland
MAKWALE,104156-5,public,Mbeya,Kyela DC,-9.417638,33.940489,shighland
Makwambe,112281-1,public,Morogoro,Kilosa DC,-6.47128,37.12162,coastal
MAKWAYA,123179-4,public,Ruvuma,Songea DC,-10.86281,35.44757,shighland
MALABATA,113056-6,private,Njombe,Njombe TC,-9.33354,34.76696,shighland
MALAGANO,110084-1,public,Rukwa,Sumbawanga MC,-8.13702,31.652,shighland
MALAGARASI,104158-1,public,Kigoma,Uvinza DC,-5.10072,30.8217,central
MALAGARASI,121970-8,public,Kigoma,Kibondo DC,-3.57703,30.73655,central
MALAGOSI,123944-1,public,Iringa,Iringa DC,-7.96241,35.60276,shighland
MALAIKA,113108-5,private,Simiyu,Bariadi TC,-2.802,33.98909,lake
MALAIKA,112725-7,private,Morogoro,Morogoro MC,-6.79966,37.64057,coastal
MALAIKA,122827-9,private,Ruvuma,Songea MC,-10.40333,35.38533,shighland
Malaika,122182-9,private,Dodoma,Dodoma CC,-5.94835,35.31472,central
MALAJA,104160-7,public,Singida,Mkalama DC,-4.30897,34.71864,central
MALALO,110237-5,public,Kigoma,Kasulu DC,-4.733049,30.309166,central
MALAMBA,111718-3,public,Mbeya,Mbarali DC,-8.72254,33.65655,shighland
MALAMBA MAWILI,112258-9,public,Dar Es Salaam,Ubungo MC,-6.8099,39.11361,coastal
MALAMBO,104161-5,public,Arusha,Ngorongoro DC,-2.14574,35.73598,northern
MALAMPAKA,104162-3,public,Simiyu,Maswa DC,-3.14416,33.51435,lake
MALANGALI,124234-6,public,Morogoro,Kilosa DC,-6.83916,37.11611,coastal
MALANGALI,104165-6,public,Njombe,Wanging'ombe DC,-9.075957,34.478089,shighland
MALANGALI,104164-9,public,Songwe,Ileje DC,-9.549291,33.460461,shighland
MALANGALI,104166-4,public,Iringa,Mufindi DC,-8.5683,34.8552,shighland
MALANGI,104168-0,public,Manyara,Babati TC,-4.13067,35.7319,northern
MALATU,104169-8,public,Mtwara,Newala DC,-10.7693,39.25904,southern
MALATU,121220-8,public,Mtwara,Newala DC,-10.74183,39.23081,southern
MALEBE,122370-0,public,Geita,Chato DC,-2.88246,31.73753,lake
MALECKCHAND,104170-6,public,Arusha,Karatu DC,-3.528134,35.294744,northern
MALELA,111497-4,public,Pwani,Mkuranga DC,-7.10107,39.32065,coastal
MALEMVE,104172-2,public,Mwanza,Kwimba DC,-3.01907,33.2349,lake
MALEO HEALTHCARE,122029-2,private,Dar Es Salaam,Ubungo MC,-6.47737,39.0322,coastal
MALEUTSI,104173-0,public,Njombe,Makete DC,-9.28527,34.12029,shighland
Maleza,114501-0,public,Rukwa,Sumbawanga DC,-8.320687,32.302181,shighland
MALEZA,109497-8,public,Songwe,Songwe DC,-8.39867,32.90849,shighland
MALEZI,120787-7,public,Tanga,Handeni TC,-5.42894,38.03157,coastal
MALIATANGA MWINUKA,123181-0,private,Mara,Tarime DC,-1.25369,34.47654,lake
MALIBWI,104177-1,public,Tanga,Lushoto DC,-4.70595,38.3805,coastal
MALIGISU,104174-8,public,Mwanza,Kwimba DC,-2.80156,33.58895,lake
MALIKI,121123-4,private,Lindi,Kilwa DC,-9.29723,39.41161,southern
MALILI,104175-5,public,Simiyu,Busega DC,-2.443997,33.806294,lake
MALILITA,104176-3,public,Tabora,Nzega DC,-4.110024,33.323895,central
MALIMBE COMMUNITY BASED,113342-0,private,Mwanza,Nyamagana MC,-2.59911,32.89624,lake
MALIMBE MEDICAL,124940-8,private,Mwanza,Nyamagana MC,-2.60064,32.89677,lake
MALINDI,104178-9,public,Tanga,Lushoto DC,-4.63709,38.2907,coastal
MALINDI ESTATE,121418-8,public,Dar Es Salaam,Kinondoni MC,-6.42215,39.26626,coastal
MALINDINDO,124216-3,public,Ruvuma,Mbinga DC,-11.10455,34.84105,shighland
MALINYI,104180-5,public,Morogoro,Malinyi DC,-8.943996,36.134056,coastal
Malinyi DC,124745-1,public,Morogoro,Malinyi DC,,,coastal
MALION,113057-4,private,Njombe,Njombe TC,,,shighland
MALIPULA,104181-3,public,Morogoro,Morogoro MC,-6.81731,37.64386,coastal
MALITA,104182-1,public,Simiyu,Maswa DC,-3.0835,33.87336,lake
MALITO,123921-9,public,Shinyanga,Msalala DC,-3.45453,32.41534,lake
MALIWA,104183-9,public,Njombe,Makete DC,-9.472713,34.321966,shighland
MALOLEGWA,124356-7,public,Kigoma,Kibondo DC,-3.72814,30.69401,central
MALOLO,115187-7,public,Morogoro,Kilosa DC,-7.3264316,36.549553,coastal
MALOLO,124015-9,public,Singida,Singida DC,-4.57572,34.86052,central
MALOLO,104184-7,public,Dodoma,Mpwapwa DC,-7.28513,36.502664,central
MALOLO,104187-0,public,Tabora,Tabora MC,-5.03094,32.76499,central
MALOLO,112977-4,private,Tabora,Tabora MC,-5.02102,32.78305,central
Malolo,104186-2,public,Morogoro,Kilosa DC,-7.32305,36.54383,coastal
MALOLO,104185-4,public,Lindi,Ruangwa DC,-10.3386,39.0681,southern
Malolwa,104189-6,public,Rukwa,Sumbawanga DC,-8.25299,31.8248,shighland
MALONGWE,104190-4,private,Tabora,Uyui DC,-5.43572,33.6359,central
MALONJE,104191-2,public,Rukwa,Sumbawanga MC,-8.070551,31.737426,shighland
MALONJI,109922-5,public,Songwe,Mbozi DC,-9.13542,32.84717,shighland
MALOWA,111632-6,private,Kilimanjaro,Rombo DC,-3.30979,37.64339,northern
MALOWE,104192-0,public,Mbeya,Mbeya DC,-9.002771,33.288465,shighland
MALUGA,104193-8,public,Singida,Iramba DC,-4.51454,34.51721,central
MALULA,104194-6,public,Arusha,Meru DC,-3.37826,37.01786,northern
MALULA,124021-7,private,Arusha,Meru DC,-3.38168,37.02326,northern
MALULU,123848-4,private,Shinyanga,Kahama MC,-3.83234,32.58115,lake
MALUMBI,122142-3,private,Katavi,Mpimbwe DC,-7.10313,31.165564,shighland
MALUNGA,113230-7,private,Shinyanga,Kahama MC,-3.8096282,32.60094,lake
MALUNGA,123520-9,private,Geita,Geita TC,-2.83996,32.42347,lake
MALUNGO,104195-3,public,Lindi,Mtama DC,-10.563167,39.672683,southern
MALWILO,104196-1,public,Shinyanga,Kishapu DC,-3.68897,34.06392,lake
MALWILO MNADANI,115153-9,public,Simiyu,Meatu DC,-3.15818,34.32091,lake
MALYA,104198-7,public,Simiyu,Maswa DC,-2.98844,33.5252,lake
MALYA,104199-5,public,Mwanza,Kwimba DC,-2.97731,33.52379,lake
MALYA PRISON,114714-9,public,Simiyu,Maswa DC,-2.985741,33.524435,lake
MAMA,110828-1,private,Mwanza,Sengerema DC,-2.63745,32.65627,lake
Mama Anitha,112112-8,private,Dar Es Salaam,Ilala MC,-6.875536,39.149025,coastal
MAMA CARE,125040-6,private,Dar Es Salaam,Ilala MC,-6.82636,39.19727,coastal
MAMA CLINIC,123382-4,private,Singida,Ikungi DC,,,central
MAMA FATUMA,114074-8,private,Pwani,Chalinze DC,-6.37159,38.58943,coastal
MAMA MTAVIRA,109764-1,private,Singida,Ikungi DC,-5.10062,34.43007,central
MAMA NGOMA,110620-2,private,Dar Es Salaam,Kinondoni MC,-6.77008,39.22719,coastal
MAMA NGOMA  KWAKOA,122470-8,private,Kilimanjaro,Mwanga DC,-3.78344,37.70082,northern
MAMA PAULINA,111544-3,private,Kilimanjaro,Mwanga DC,,,northern
MAMA TURA,111035-2,private,Morogoro,Ifakara TC,-7.85451,36.89456,coastal
MAMAYE,114342-9,public,Mwanza,Misungwi DC,-2.73818,33.10621,lake
MAMBA,109158-6,public,Mbeya,Chunya DC,-8.115653,33.259304,shighland
MAMBA,104203-5,public,Katavi,Mpimbwe DC,-7.31971,31.3666,shighland
MAMBA MYAMBA,106037-5,public,Kilimanjaro,Same DC,-4.38652,38.01204,northern
MAMBALI,114443-5,private,Tabora,Nzega DC,-4.53858,32.6903,central
MAMBALI,104204-3,public,Tabora,Nzega DC,-4.53858,32.6903,central
MAMBAMBA,113901-3,public,Mtwara,Tandahimba DC,-10.72257,39.50861,southern
MAMBANI,121849-4,public,Morogoro,Morogoro DC,-6.96666,37.68854,coastal
MAMBEGU,120550-9,public,Njombe,Wanging'ombe DC,-9.00074,34.54947,shighland
MAMBO,104206-8,public,Tanga,Lushoto DC,-4.51137,38.22781,coastal
MAMBOLEO,122928-5,private,Shinyanga,Kahama MC,,,lake
MAMBOSASA,124414-4,private,Pwani,Bagamoyo DC,-6.44881,38.81891,coastal
Mamboya,104208-4,public,Morogoro,Kilosa DC,-6.26667,37.1,coastal
MAMBWEKENYA,104209-2,public,Rukwa,Kalambo DC,-8.66117,31.77079,shighland
MAMBWENKOSWE,104210-0,public,Rukwa,Kalambo DC,-8.92998,32.0218,shighland
MAMDOGO,120598-8,private,Pwani,Kibiti DC,-7.5495,39.127823,coastal
Mamecheck,121352-9,private,Mwanza,Ilemela MC,-2.27021,32.372,lake
MAMED,120290-2,private,Dar Es Salaam,Temeke MC,-6.8926234,39.267137,coastal
MAMI,114921-0,public,Mwanza,Sengerema DC,-2.77431,32.64599,lake
MAMIRE,104211-8,public,Manyara,Babati DC,-4.1558,35.84129,northern
MAMO MEDICAL,123524-1,private,Singida,Singida DC,-4.54831,34.84973,central
MAMONGOLO,104212-6,public,Njombe,Njombe TC,-9.574168,34.442728,shighland
MAMPANTA,104213-4,public,Singida,Iramba DC,-4.34786,34.3487,central
MAMTESHA,113202-6,private,Tabora,Igunga DC,-4.28686,33.87495,central
Man Aweso,121786-8,private,Tanga,Muheza DC,-5.13872,38.87356,coastal
MANA,124994-5,private,Ruvuma,Songea MC,-10.67652,35.59645,shighland
MANAGHA,111158-2,public,Manyara,Babati DC,-4.263902,35.571519,northern
MANAWA,104214-2,public,Mwanza,Kwimba DC,-2.76567,33.41495,lake
MANAYI,104215-9,public,Mwanza,Kwimba DC,-3.24362,33.39012,lake
Manchali,104216-7,public,Dodoma,Chamwino DC,-6.13941,36.1676,central
MANCHALI B,113958-3,public,Dodoma,Chamwino DC,-6.14702,36.18593,central
MANCHIMWERU,104217-5,public,Mara,Bunda DC,-1.87143,34.287145,lake
MANDA,113291-9,private,Tabora,Uyui DC,-4.94823,33.1785,central
MANDA,114155-5,public,Songwe,Songwe DC,-8.52271,32.74939,shighland
Manda,109833-4,public,Dodoma,Chamwino DC,-6.775079,35.298047,central
MANDA,104219-1,public,Njombe,Ludewa DC,-10.4699,34.59054,shighland
MANDA,120914-7,public,Dodoma,Chamwino DC,-6.77507,35.29804,central
MANDA JUU,104221-7,private,Kilimanjaro,Rombo DC,-3.24588,37.60297,northern
MANDAI HEALTH,123705-6,private,Dar Es Salaam,Ilala MC,-6.86402,39.16713,coastal
MANDAKA,104222-5,public,Kilimanjaro,Moshi DC,-3.33157,37.51348,northern
MANDAKA MNONO,108479-7,public,Kilimanjaro,Moshi DC,-3.405473,37.376211,northern
Mandakerenge,104223-3,public,Rukwa,Nkasi DC,-7.40565,30.583278,shighland
MANDAMAZINGARA,104224-1,public,Pwani,Chalinze DC,-6.04939,38.522318,coastal
MANDAWA,104225-8,public,Lindi,Kilwa DC,-9.37963,39.438,southern
MANDAWA,104226-6,public,Lindi,Ruangwa DC,-9.90628,39.1179,southern
MANDEGE,104227-4,public,Morogoro,Gairo DC,-6.35187,36.96866,coastal
MANDELA,107071-3,private,Mwanza,Ukerewe DC,-2.10795,33.0855,lake
MANDELA,113115-0,private,Singida,Singida MC,-4.81936,34.74944,central
MANDELA,104228-2,public,Arusha,Meru DC,-3.400079,36.798478,northern
MANDELA,110592-3,private,Dar Es Salaam,Temeke MC,-6.869036,39.281513,coastal
MANDEPWENDELIGERA,104231-6,public,Ruvuma,Namtumbo DC,-10.99212,36.0489,shighland
MANDERA,104233-2,private,Pwani,Chalinze DC,-6.214632,38.407326,coastal
MANDERA,104232-4,public,Tanga,Korogwe DC,-5.14581,38.371,coastal
MANDERA KIVA,104234-0,public,Tanga,Handeni DC,-5.51588,38.15133,coastal
MANDEWA,122616-6,public,Singida,Singida MC,-4.82148,34.71181,central
MANDUMBA,114699-2,public,Mtwara,Newala TC,-10.86873,39.31428,southern
MANEROMANGO,104237-3,public,Pwani,Kisarawe DC,-7.20294,38.78455,coastal
MANEROMANGO KKKT,104236-5,private,Pwani,Kisarawe DC,-7.19918,38.77823,coastal
MANG'ALIZA,104246-4,public,Dodoma,Mpwapwa DC,-7.18298,36.4165,central
MANG'OLA BARAZANI,104255-5,public,Arusha,Karatu DC,-3.528448,35.334794,northern
MANG'OLA JUU,104257-1,public,Arusha,Karatu DC,-3.387091,35.499617,northern
MANG'OLA PRISON,104258-9,public,Arusha,Karatu DC,-3.556144,35.327469,northern
MANG'ONYI,104260-5,public,Singida,Ikungi DC,-5.23841,34.92113,central
MANG'ONYI CENTRE,112998-0,public,Singida,Ikungi DC,-5.2585,34.93982,central
MANG'ORE,109686-6,public,Mara,Rorya DC,-1.31064,34.25212,lake
MANG'OTO,104262-1,public,Njombe,Makete DC,-9.291237,34.292274,shighland
MANG'ULA,104264-7,public,Morogoro,Ifakara TC,-7.83927,36.892655,coastal
MANG'ULA A,123123-2,public,Morogoro,Ifakara TC,-7.83502,36.89821,coastal
MANG'ULA MODERN,114481-5,private,Morogoro,Ifakara TC,-7.864706,36.894396,coastal
MANGA,104239-9,private,Mara,Musoma MC,-1.4983,33.81247,lake
MANGA,109274-1,public,Singida,Singida MC,-4.71901,34.71392,central
MANGA,121221-6,public,Katavi,Mpanda MC,-6.15598,31.04463,shighland
MANGA,104238-1,public,Njombe,Ludewa DC,-9.71034,34.72853,shighland
MANGA,104241-5,public,Tanga,Handeni DC,-5.91084,38.2328,coastal
Manga,108678-4,public,Njombe,Makambako TC,-8.90697,34.94894,shighland
MANGAE,104243-1,public,Morogoro,Mvomero DC,-6.9528,37.337229,coastal
MANGAKA,104244-9,public,Mtwara,Nanyumbu DC,-10.940742,38.379716,southern
MANGALALI,109155-2,public,Iringa,Iringa DC,-7.76068,35.56675,shighland
MANGALANYENE,104245-6,public,Njombe,Ludewa DC,,,shighland
MANGAMTINDIRO,115336-0,public,Tanga,Korogwe DC,-4.70227,38.11359,coastal
MANGAWE,110978-4,public,Iringa,Iringa DC,-7.40962,35.84229,shighland
Mangesani Charitable,121211-7,private,Dar Es Salaam,Ilala MC,,,coastal
MANGIO,104249-8,public,Kilimanjaro,Mwanga DC,-3.59889,37.66174,northern
MANGIRIKITI,104250-6,public,Lindi,Liwale DC,-9.84864,37.87249,southern
MANGISANI,109606-4,private,Dar Es Salaam,Ilala MC,-6.81558,39.27431,coastal
MANGO,104251-4,private,Ruvuma,Nyasa DC,-10.36721,34.66611,shighland
MANGO,104253-0,private,Kilimanjaro,Moshi DC,-3.24463,37.29305,northern
MANGO,122867-5,public,Mtwara,Newala DC,-10.76804,39.38912,southern
Mangola Chini,122076-3,private,Arusha,Karatu DC,,,northern
MANGOMBELA,121504-5,public,Pwani,Kibiti DC,-7.39401,39.34999,coastal
MANGOMBYA,104259-7,public,Mtwara,Tandahimba DC,-10.4777,39.35102,southern
MANGOPACHANNE,104261-3,public,Mtwara,Mtwara DC,,,southern
MANGU,115040-8,public,Shinyanga,Kishapu DC,-3.68902,33.92521,lake
MANGWI,113867-6,public,Pwani,Kibiti DC,-7.80697,39.06185,coastal
MANHYABILI,123507-6,private,Shinyanga,Shinyanga DC,-3.39071,32.73671,lake
MANIENGA,111183-0,public,Mbeya,Mbarali DC,-8.6653426,34.4470079,shighland
MANINGA,109907-6,public,Songwe,Mbozi DC,-8.77543,32.75678,shighland
MANJI'S,113386-7,private,Mwanza,Nyamagana MC,-2.518038,32.901261,lake
MANJI'S HEALTHCARE,112808-1,private,Mwanza,Nyamagana MC,,,lake
MANJIS HEALTHCARE,122335-3,private,Shinyanga,Kahama MC,-3.82649,32.596703,lake
MANJULUNGU,112962-6,private,Lindi,Ruangwa DC,-10.06704,38.93022,southern
MANKA,104270-4,public,Tanga,Korogwe DC,-4.988196,38.410448,coastal
MANKINDA,122438-5,public,Tanga,Handeni TC,-5.42388,38.01734,coastal
MANOLEO,104271-2,public,Tabora,Tabora MC,-4.99069,32.9545,central
MANOLO,104272-0,public,Tanga,Lushoto DC,-4.61938,38.22143,coastal
Manonga,121969-0,private,Mbeya,Mbeya CC,,,shighland
MANONGA,124449-0,private,Mbeya,Mbeya CC,-8.56491,33.30471,shighland
MANOW,104273-8,private,Mbeya,Busokelo DC,-9.25841,33.78876,shighland
MANU,104274-6,public,Kilimanjaro,Moshi DC,-3.31547,37.44272,northern
MANUNDU PRISON,108509-1,public,Tanga,Korogwe TC,-5.15928,38.45075,coastal
MANUNGU,112431-2,public,Dodoma,Kongwa DC,-6.15333,36.34083,central
MANUNGU,120800-8,public,Shinyanga,Ushetu DC,-4.22873,32.38604,lake
MANUSHI,104276-1,public,Kilimanjaro,Moshi DC,-3.26602,37.26316,northern
MANYADA,122890-7,public,Shinyanga,Shinyanga DC,-3.86671,33.31671,lake
MANYARA,104278-7,public,Arusha,Monduli DC,-3.530033,36.0575,northern
MANYARA,111949-4,public,Songwe,Mbozi DC,-8.75334,32.71177,shighland
MANYARA,113679-5,public,Manyara,Babati DC,-4.81647,35.72305,northern
MANYARA STAR,122216-5,private,Manyara,Babati TC,,,northern
MANYARA STAR,121059-0,private,Manyara,Babati TC,-4.21134,35.76334,northern
MANYATA,104280-3,public,Kilimanjaro,Siha DC,-3.26787,37.09407,northern
MANYATA,104281-1,public,Dodoma,Kongwa DC,-6.02185,36.63525,central
MANYAVERA,120567-3,private,Mwanza,Nyamagana MC,-2.548987,32.935631,lake
