name,short_code,type,region,district,latitude,longitude,zone
UHAMBINGETO,108035-7,private,Iringa,Kilolo DC,-7.55324,35.94819,shighland
UHAMBULE,108036-5,public,Mbeya,Mbarali DC,-8.82445,33.85182,shighland
UHAMBULE,108037-3,public,Njombe,Wanging'ombe DC,-8.88367,34.7162,shighland
UHASIBU,108038-1,public,Singida,Singida MC,-4.79651,34.71965,central
UHAZILI,109865-6,public,Tabora,Tabora MC,-5.025807,32.812727,central
UHEKULE,108039-9,public,Njombe,Wanging'ombe DC,-9.371744,34.55842,shighland
UHELELA,121410-5,public,Dodoma,Bahi DC,-5.90676,35.27831,central
UHEMELI,108040-7,public,Tabora,Nzega DC,-4.788139,33.245797,central
UHENGA,110867-9,public,Njombe,Wanging'ombe DC,-8.74164,34.71364,shighland
Uhondi,122064-9,private,Dar Es Salaam,Kinondoni MC,,,coastal
UHURU,113191-1,private,Tabora,Tabora MC,-5.01653,32.83826,central
UHURU,108543-0,public,Morogoro,Morogoro MC,-6.82517,37.66573,coastal
UHURU,113910-4,public,Tabora,Urambo DC,-5.07194,31.88749,central
UHURU BAKWATA,100284-9,private,Shinyanga,Shinyanga MC,-3.67147,33.42593,lake
UHUSU,125100-8,private,Morogoro,Mlimba DC,-8.32289,36.12806,coastal
UJAIRE,111692-0,public,Singida,Ikungi DC,-5.090431,34.89108,central
UJENZI MKOA,110811-7,public,Morogoro,Morogoro MC,-6.81666,37.65799,coastal
UJIJI,108046-4,public,Kigoma,Kigoma Ujiji MC,-4.916447,29.681303,central
UJIJI CENTRE,114467-4,private,Kigoma,Kigoma Ujiji MC,-4.911812,29.677113,central
UJINDILE,108047-2,public,Njombe,Wanging'ombe DC,-9.243634,34.503301,shighland
UJUNGU,108048-0,public,Singida,Iramba DC,-4.56622,34.10428,central
UJUNI,108049-8,public,Njombe,Makete DC,-9.128895,34.014729,shighland
UKALAWA,108050-6,public,Njombe,Njombe DC,-9.15938,35.29326,shighland
UKAMI,108051-4,public,Iringa,Mufindi DC,-8.55217,35.8173,shighland
UKANGE,108052-2,public,Njombe,Makete DC,,,shighland
UKARIMU,113856-9,private,Morogoro,Gairo DC,-6.13867,36.87598,coastal
UKENYENGE MENNONITE,108352-6,private,Shinyanga,Kishapu DC,-3.68041,33.67255,lake
Ukerewe DC,124768-3,public,Mwanza,Ukerewe DC,,,lake
UKINGWAMINZI,121605-0,public,Katavi,Mpimbwe DC,-7.17112,31.28815,shighland
UKIRIGURU,108054-8,public,Mwanza,Misungwi DC,-2.71256,33.02576,lake
UKIWAYUYU,120323-1,public,Ruvuma,Namtumbo DC,-10.35361,36.03001,shighland
UKOMBOZI,111939-5,private,Dar Es Salaam,Ubungo MC,-6.73578,39.12332,coastal
UKOMBOZI,108055-5,private,Mara,Bunda TC,-2.04385,33.87136,lake
UKONDAMOYO,114946-7,public,Tabora,Urambo DC,-5.08111,32.07477,central
UKONGA CHUO CHA MAAFISA MAGEREZA,110586-5,public,Dar Es Salaam,Ilala MC,-6.88259,39.18215,coastal
UKONGA MAGEREZA,103950-2,public,Dar Es Salaam,Ilala MC,-6.874661,39.179557,coastal
UKONGA PRISONS GENERAL   (UPGH),123135-6,public,Dar Es Salaam,Ilala MC,-6.88804,39.17875,coastal
UKUMBI,108061-3,public,Iringa,Kilolo DC,-8.10321,35.72459,shighland
UKUMBISIGANGA,108062-1,public,Tabora,Kaliua DC,-5.49641,31.5133,central
UKUNE,108063-9,public,Shinyanga,Ushetu DC,-4.02176,32.52416,lake
UKWAMA,108065-4,public,Njombe,Makete DC,-9.45342,34.217715,shighland
UKWANGA,114965-7,public,Tabora,Urambo DC,-4.82714,32.19399,central
UKWAVILA,108067-0,public,Mbeya,Mbarali DC,-8.713735,34.158419,shighland
UKWEGA,108068-8,public,Iringa,Kilolo DC,-7.93645,36.10157,shighland
ULAI,108069-6,public,Lindi,Nachingwea DC,-10.28245,38.64693,southern
ULAMAA   CENTRE,124113-2,private,Kilimanjaro,Moshi DC,-10.09887,37.52176,northern
ULAMBONI,123146-3,public,Ruvuma,Namtumbo DC,-10.96635,36.06041,shighland
Ulanga DC,124749-3,public,Morogoro,Ulanga DC,,,coastal
ULAYA,111204-4,public,Tabora,Igunga DC,-4.384666,33.429432,central
Ulaya,108070-4,public,Morogoro,Kilosa DC,-7.06863,36.90448,coastal
ULAYA MBUYUNI,124235-3,public,Morogoro,Kilosa DC,-7.04469,36.91431,coastal
Uleling'ombe,108072-0,public,Morogoro,Kilosa DC,-7.11428,36.5867,coastal
ULEMBWE,108073-8,public,Njombe,Wanging'ombe DC,-9.312146,34.636394,shighland
ULEMO,108074-6,public,Singida,Iramba DC,-4.41143,34.3982,central
ULENJE,108075-3,public,Mbeya,Mbeya DC,-8.94409,33.67279,shighland
ULETE,109773-2,private,Iringa,Iringa DC,-8.12184,35.39774,shighland
ULINDWANONI,108077-9,public,Tabora,Kaliua DC,-5.04104,31.73612,central
ULIWA,123433-5,public,Njombe,Njombe TC,-9.52514,34.86426,shighland
ULOLE,111557-5,public,Iringa,Mafinga TC,-8.324593,35.250043,shighland
ULOWA,108080-3,public,Shinyanga,Ushetu DC,-4.20947,32.13191,lake
ULUGURU,105515-1,private,Morogoro,Morogoro MC,-6.83034,37.66262,coastal
ULUMI,108083-7,public,Rukwa,Kalambo DC,-8.72775,31.72341,shighland
ULUMI MISSION,108084-5,private,Rukwa,Kalambo DC,-8.72597,31.72782,shighland
ULYAMPITI,110904-0,public,Singida,Ikungi DC,-5.20343,34.78604,central
ULYANKULU,108085-2,public,Tabora,Kaliua DC,-4.65372,32.174,central
UMANDA,101527-0,public,Tabora,Tabora MC,-4.86214,32.66372,central
UMATI,108089-4,private,Dodoma,Dodoma CC,-6.16308,35.739125,central
UMATI,108091-0,private,Ruvuma,Mbinga TC,-10.94558,34.9913,shighland
UMATI,109130-5,private,Ruvuma,Songea MC,-10.67414,35.66036,shighland
UMATI CLINIC,108094-4,private,Morogoro,Morogoro MC,-6.83123,37.65574,coastal
UMBA,113239-8,private,Tanga,Muheza DC,-5.16163,38.89313,coastal
UMBOGO,123919-3,public,Shinyanga,Msalala DC,-3.38537,32.45383,lake
UMBWE,108095-1,public,Kilimanjaro,Moshi DC,-3.22904,37.27554,northern
UMBWE RC,109569-4,private,Kilimanjaro,Moshi DC,-3.22786,37.27631,northern
UMOJA,108100-9,private,Tabora,Tabora MC,-5.020581,32.80231,central
UMOJA,111944-5,private,Tanga,Tanga CC,-5.07359,39.10402,coastal
UMOJA,114358-5,private,Mara,Serengeti DC,-1.83891,34.67612,lake
UMOJA,111706-8,private,Pwani,Kibaha DC,-6.70821,38.74126,coastal
UMOJA,108101-7,public,Mtwara,Mtwara MC,-10.26841,40.18983,southern
UMOJA,123688-4,private,Tabora,Kaliua DC,-5.05735,31.79777,central
UMOJA,121619-1,public,Arusha,Arusha DC,-3.33814,36.741954,northern
UMOJA,123164-6,private,Pwani,Chalinze DC,-6.65468,38.35822,coastal
UMOJA,124870-7,private,Dodoma,Mpwapwa DC,-6.70001,36.60001,central
UMOJA KIVULE,122788-3,private,Dar Es Salaam,Ilala MC,-6.94211,39.17809,coastal
UMOJA NGERENGERE,111046-9,private,Morogoro,Morogoro DC,-6.762155,38.127579,coastal
UMWEKATI,122375-9,public,Pwani,Rufiji DC,-7.99178,38.75392,coastal
UNANGO,108104-1,public,Ruvuma,Mbinga DC,-10.92988,34.89194,shighland
UNDOMO,108105-8,public,Tabora,Nzega TC,-4.143073,33.214886,central
UNHEALTH,108889-7,private,Mwanza,Nyamagana MC,-2.520986,32.90994,lake
Unicare,121318-0,private,Dar Es Salaam,Kinondoni MC,,,coastal
UNIFA KEKO MWANGA,125103-2,private,Dar Es Salaam,Temeke MC,-6.83629,39.27806,coastal
UNIQUE,110977-6,private,Rukwa,Sumbawanga MC,-7.95937,31.61506,shighland
UNIQUE,123734-6,private,Dar Es Salaam,Ilala MC,-6.80391,39.27867,coastal
UNIQUE HEALTH,124442-5,private,Dar Es Salaam,Ilala MC,-6.80391,39.27866,coastal
UNITY,112765-3,private,Dodoma,Dodoma CC,-6.17841,35.73981,central
UNIVERSITY OF DODOMA,122532-5,public,Dodoma,Dodoma CC,,,central
Unone,108107-4,public,Morogoro,Kilosa DC,-6.5959,37.0767,coastal
UNUNIO,108108-2,public,Dar Es Salaam,Kinondoni MC,-6.63164,39.17941,coastal
UNYAMBWA,108109-0,public,Singida,Singida MC,-4.80724,34.81425,central
UNYAMBWA,122613-3,public,Singida,Singida MC,-4.82734,34.81448,central
UNYAMIKUMBI,108110-8,public,Singida,Singida MC,-4.8996,34.80026,central
UNYAMPANDA,122382-5,public,Singida,Singida DC,-4.81035,34.74151,central
UNYANGALA,108111-6,public,Njombe,Makete DC,-9.400384,34.043797,shighland
UNYANGOGO,115310-5,public,Njombe,Makete DC,-9.24887,34.03095,shighland
UNYANKANYA,108112-4,public,Singida,Ikungi DC,-4.87353,34.88137,central
UNYIANGA,122618-2,public,Singida,Singida MC,-4.87954,34.71054,central
UOMBONI,108524-0,private,Kilimanjaro,Moshi DC,-3.25651,37.48836,northern
UPAMBO,124064-7,public,Tabora,Nzega DC,-4.33058,32.95239,central
UPAMI,109751-8,public,Njombe,Njombe DC,-9.058662,34.906498,shighland
UPANGA,112764-6,private,Dar Es Salaam,Ilala MC,-6.80591,39.27467,coastal
UPANGA,121027-7,private,Mtwara,Masasi TC,-10.73871,38.80668,southern
UPANGA EYE CENTRE (T) LIMITED,112780-2,private,Dar Es Salaam,Ilala MC,-6.80591,39.27467,coastal
UPANGWA,112654-9,private,Morogoro,Kilosa DC,-6.38543,37.34113,coastal
UPARO,108114-0,private,Kilimanjaro,Moshi DC,-3.35987,37.46172,northern
UPENDANO,108131-4,private,Dar Es Salaam,Temeke MC,-6.85253,39.26484,coastal
UPENDO,111283-8,private,Tanga,Korogwe DC,-4.88758,38.29109,coastal
UPENDO,113346-1,private,Mwanza,Ilemela MC,-2.30847,32.58409,lake
UPENDO,113431-1,private,Dar Es Salaam,Ilala MC,,,coastal
UPENDO,113131-7,private,Singida,Singida MC,-4.83484,34.75476,central
UPENDO,112182-1,private,Tabora,Igunga DC,-4.16461,33.52552,central
UPENDO,112529-3,private,Tabora,Tabora MC,,,central
UPENDO,113347-9,private,Mwanza,Ilemela MC,-2.50484,32.93147,lake
UPENDO,113859-3,private,Kilimanjaro,Moshi DC,-3.30782,37.34208,northern
UPENDO,114236-3,private,Dodoma,Dodoma CC,,,central
UPENDO,114283-5,private,Morogoro,Ifakara TC,,,coastal
UPENDO,114416-1,private,Pwani,Kibaha TC,,,coastal
UPENDO,114957-4,public,Tabora,Urambo DC,-5.22354,32.25198,central
UPENDO,108137-1,private,Kilimanjaro,Rombo DC,-2.99814,37.5639,northern
UPENDO,122080-5,private,Manyara,Mbulu DC,-4.07296,35.36469,northern
UPENDO,122836-0,public,Iringa,Mafinga TC,-8.28341,35.30321,shighland
Upendo,123438-4,private,Morogoro,Mlimba DC,,,coastal
UPENDO,108119-9,private,Arusha,Meru DC,-3.373487,36.784873,northern
UPENDO,109161-0,public,Mbeya,Chunya DC,-8.255657,33.249471,shighland
UPENDO,112655-6,private,Morogoro,Morogoro MC,,,coastal
UPENDO,113068-1,private,Ruvuma,Nyasa DC,-11.10099,34.64489,shighland
UPENDO,113185-3,private,Tabora,Nzega TC,-4.2201,33.1841,central
UPENDO,113046-7,private,Kagera,Muleba DC,-1.84111,31.65592,lake
UPENDO,108122-3,private,Kilimanjaro,Hai DC,-3.33401,37.14701,northern
UPENDO,114081-3,private,Songwe,Mbozi DC,-9.04632,32.98158,shighland
UPENDO,108118-1,private,Arusha,Arusha CC,-3.360182,36.696237,northern
UPENDO,111315-8,private,Pwani,Kibaha DC,-6.72958,38.73971,coastal
UPENDO,108121-5,private,Kigoma,Kigoma Ujiji MC,-4.881117,29.63279,central
UPENDO,111038-6,private,Morogoro,Mlimba DC,-8.92861,35.82456,coastal
UPENDO,120409-8,private,Singida,Iramba DC,,,central
UPENDO,121752-0,private,Mtwara,Mtwara MC,-10.26046,40.03469,southern
UPENDO,121350-3,private,Shinyanga,Ushetu DC,-4.20663,32.656628,lake
UPENDO,121246-3,private,Morogoro,Ulanga DC,,,coastal
UPENDO,122945-9,private,Kilimanjaro,Moshi DC,,,northern
upendo,121958-3,private,Pwani,Chalinze DC,-6.364878,38.574665,coastal
UPENDO,122588-7,private,Katavi,Mpanda MC,-6.33835,31.06924,shighland
UPENDO,123891-4,private,Tabora,Uyui DC,-4.85796,32.23762,central
Upendo,121916-1,private,Ruvuma,Songea MC,,,shighland
Upendo,122811-3,private,Ruvuma,Madaba DC,,,shighland
UPENDO,123863-3,private,Kagera,Missenyi DC,-1.13111,31.24291,lake
UPENDO - KASANDA,108130-6,private,Kigoma,Kakonko DC,-3.3807,30.8796,central
UPENDO .,111689-6,private,Njombe,Makambako TC,-8.86174,34.82988,shighland
UPENDO AFYA,122720-6,private,Pwani,Kibaha TC,-6.76025,38.93592,coastal
UPENDO CRCT,108133-0,private,Arusha,Karatu DC,-3.518781,35.335911,northern
UPENDO HEALTH,124119-9,private,Mbeya,Kyela DC,-9.49238,33.03828,shighland
UPENDO HEALTH MEDICAL,121999-7,private,Mtwara,Nanyumbu DC,-10.93948,38.37912,southern
UPENDO IKUNDA,108134-8,private,Dar Es Salaam,Kinondoni MC,-6.61572,39.09556,coastal
UPENDO MAM,110638-4,private,Dar Es Salaam,Temeke MC,-6.889744,39.281703,coastal
UPENDO MATERNITY HOME,111354-7,private,Pwani,Mkuranga DC,-7.10576,39.20847,coastal
Upendo Mazinde,122484-9,private,Tanga,Korogwe DC,,,coastal
Upendo Medical,121642-3,private,Mwanza,Nyamagana MC,-2.502505,32.9118667,lake
UPENDO MODERN,110734-1,private,Dar Es Salaam,Temeke MC,-6.89311,39.26503,coastal
UPENDO NTYUKA DODOMA,121525-0,private,Dodoma,Dodoma CC,,,central
UPENDO WA MUNGU,110109-6,private,Katavi,Mpimbwe DC,-7.47091,31.39239,shighland
UPENDO YOMBO RELI,121587-0,private,Dar Es Salaam,Temeke MC,-6.870498,39.229996,coastal
UPONDA,110579-0,public,Morogoro,Morogoro DC,-7.01909,37.7803,coastal
UPONDA,111356-2,public,Pwani,Kibiti DC,-7.57827,39.11398,coastal
UPONE,123533-2,private,Ruvuma,Songea MC,-10.67215,35.53805,shighland
UPONE CHARITABLE,108142-1,private,Arusha,Arusha CC,-3.376765,36.660904,northern
UPPER KITETE,108143-9,public,Arusha,Karatu DC,-3.243538,35.881809,northern
UPUGE,108144-7,public,Tabora,Uyui DC,-4.88333,33.0167,central
URAFIKI,108146-2,private,Mwanza,Nyamagana MC,-2.548208,32.9823,lake
URAFIKI,121756-1,private,Mara,Tarime DC,-1.46631,34.52206,lake
URAFIKI PRINMAT,111136-8,private,Geita,Chato DC,-2.37388,31.72511,lake
Urambo DC,124835-0,public,Tabora,Urambo DC,,,central
URASA,121519-3,private,Shinyanga,Kahama MC,,,lake
UROKI,108150-4,public,Kilimanjaro,Hai DC,-3.22011,37.20046,northern
URU KASKAZINI,108151-2,public,Kilimanjaro,Moshi DC,-3.26439,37.34521,northern
URU KUSINI,122362-7,public,Kilimanjaro,Moshi DC,,,northern
URU MISSION,108153-8,private,Kilimanjaro,Moshi DC,-3.25291,37.35431,northern
URUGHU,108154-6,public,Singida,Iramba DC,-4.65236,34.18623,central
URUMWA,113785-0,private,Pwani,Kibaha DC,-6.71964,38.74572,coastal
URWILA,108155-3,public,Katavi,Nsimbo DC,-6.43854,31.34528,shighland
USA,113129-1,private,Singida,Iramba DC,,,central
USA OPTICALS,123638-9,private,Arusha,Meru DC,-3.37322,36.84753,northern
USA RC,109814-4,private,Arusha,Meru DC,-3.37148,36.85934,northern
USA RIVER,108156-1,public,Arusha,Meru DC,-3.375364,36.848212,northern
USAGARA,113350-3,private,Mwanza,Misungwi DC,-2.682824,32.996188,lake
USAGARA,110866-1,private,Mwanza,Misungwi DC,-2.70012,33.00199,lake
USAGARA,101477-8,public,Mwanza,Misungwi DC,-2.68465,32.98506,lake
USAGARI,108158-7,public,Tabora,Uyui DC,-4.88601,32.5093,central
USALAMA,113478-2,private,Dar Es Salaam,Kinondoni MC,-6.61952,39.1143,coastal
USALULE,108161-1,public,Njombe,Wanging'ombe DC,-9.365912,34.611997,shighland
USAMBARA,108162-9,private,Tanga,Korogwe DC,-4.88804,38.2896,coastal
USANDA,108164-5,public,Shinyanga,Shinyanga DC,-3.83451,33.27595,lake
USANDA,112005-4,private,Arusha,Arusha CC,-3.42054,36.65796,northern
USANGANYA,108165-2,public,Tabora,Sikonge DC,-5.3982,32.6173,central
Usangi,108166-0,public,Kilimanjaro,Mwanga DC,-3.69492,37.66143,northern
USANGI,120672-1,public,Tabora,Kaliua DC,-4.91852,31.90004,central
USANGULE,124248-6,public,Morogoro,Malinyi DC,-8.82246,36.25512,coastal
USEMI,121523-5,private,Dodoma,Chamwino DC,,,central
USENGELINDETE,108168-6,public,Iringa,Iringa DC,-8.08105,35.27702,shighland
USESULA,108170-2,public,Tabora,Sikonge DC,-5.25311,32.6829,central
USEVYA,108171-0,public,Katavi,Mpimbwe DC,-7.10569,31.23431,shighland
USHETU,108173-6,public,Shinyanga,Ushetu DC,-4.16095,32.2629,lake
Ushetu DC,124806-1,public,Shinyanga,Ushetu DC,,,lake
USHINDI,122221-5,private,Morogoro,Malinyi DC,,,coastal
USHIRI,108174-4,public,Kilimanjaro,Rombo DC,-3.177372,37.590183,northern
USHIRIKA,108175-1,public,Geita,Mbogwe DC,-3.36841,32.26194,lake
USHIRIKA,123148-9,public,Geita,Mbogwe DC,-3.68167,32.37919,lake
USHIRIKA HEALTH  CENTRE,124336-9,private,Mbeya,Rungwe DC,-9.33188,33.74612,shighland
USHIROMBO,108177-7,public,Geita,Bukombe DC,-3.47096,31.90028,lake
USHONGO,120923-8,public,Tanga,Pangani DC,-5.54726,38.96738,coastal
USHORA MAGEREZA,108179-3,public,Singida,Iramba DC,-4.67995,34.25393,central
USIMAU,108192-6,private,Mwanza,Nyamagana MC,-2.52621,32.91576,lake
USIMBA,108180-1,public,Tabora,Kaliua DC,-5.01339,31.92377,central
USIMBA II,121075-6,public,Tabora,Kaliua DC,-5.32512,31.65212,central
USINDI,109804-5,public,Tabora,Kaliua DC,-5.08587,31.84557,central
USINGA,108181-9,public,Tabora,Kaliua DC,-5.669,31.284,central
USINGE,108458-1,public,Tabora,Kaliua DC,-5.09609,31.30504,central
USINGE,120673-9,public,Tabora,Kaliua DC,-5.09609,31.30504,central
USISYA,108183-5,public,Tabora,Urambo DC,-5.08618,32.2358,central
USOCHE,109893-8,public,Songwe,Momba DC,-8.458861,32.290069,shighland
USOHA MUUNGANO,122456-7,public,Mbeya,Mbeya DC,-8.95369,33.68609,shighland
USOKAMI,108184-3,private,Iringa,Mufindi DC,-8.23039,35.6889,shighland
USOLANGA,108185-0,private,Iringa,Iringa DC,-7.33463,35.95238,shighland
USOLANGA GVT,123117-4,public,Iringa,Iringa DC,-7.33463,35.95238,shighland
USONGA,120674-7,public,Tabora,Kaliua DC,-4.47775,32.00651,central
USSOKE,108186-8,public,Tabora,Urambo DC,-5.09286,32.31414,central
USSOKEMLIMANI,113911-2,public,Tabora,Urambo DC,-5.09132,31.9027,central
USSONGO GOV,108189-2,public,Tabora,Igunga DC,-4.29136,33.49419,central
USSONGO RC,108188-4,private,Tabora,Igunga DC,-4.30201,33.4884,central
UST,123875-7,private,Dar Es Salaam,Kinondoni MC,-6.68955,39.20163,coastal
USUKA,108190-0,public,Njombe,Wanging'ombe DC,-8.98056,34.65802,shighland
USULE,108191-8,public,Shinyanga,Shinyanga DC,-3.76544,33.19527,lake
USUNGA,108193-4,public,Tabora,Sikonge DC,-5.7074,32.9412,central
USUNGILO,121473-3,public,Njombe,Makete DC,-9.31242,34.27748,shighland
USURE,108195-9,public,Singida,Iramba DC,-4.65572,34.388,central
USWAA,108196-7,public,Kilimanjaro,Hai DC,-3.26329,37.21502,northern
USWAYA,108197-5,public,Tabora,Igunga DC,-4.695406,33.505415,central
USWEGE MEDICAL,120494-0,private,Dar Es Salaam,Temeke MC,-6.97797,39.20005,coastal
UTAHO A,123246-1,public,Singida,Ikungi DC,-4.96348,34.76257,central
UTALINGOLO,108198-3,public,Njombe,Njombe TC,-9.440913,34.728406,shighland
UTAMBALILA,108199-1,public,Songwe,Mbozi DC,-8.76024,32.61927,shighland
UTANTAMKE,120679-6,public,Tabora,Kaliua DC,-4.68289,32.29027,central
UTANZIWA,108200-7,private,Njombe,Makete DC,-9.310414,34.084741,shighland
UTAPOA,112492-4,private,Katavi,Mpanda MC,-6.34661,31.06692,shighland
UTEGI,108201-5,public,Mara,Rorya DC,-1.31848,34.22275,lake
UTELEWE,108202-3,public,Njombe,Wanging'ombe DC,-9.280273,34.593142,shighland
Utende,108204-9,public,Pwani,Mafia DC,-7.971671,39.74872,coastal
UTENDE,108203-1,public,Katavi,Mlele DC,-6.64988,32.0074,shighland
UTENGULE,108205-6,private,Njombe,Makete DC,-9.39757,34.03007,shighland
UTENGULE,115255-2,public,Njombe,Makambako TC,-8.94713,34.77922,shighland
UTENGULE,111152-5,public,Iringa,Kilolo DC,-7.97246,35.79228,shighland
UTENGULE,108206-4,public,Morogoro,Mlimba DC,-8.95321,35.8372,coastal
UTENGULE,108208-0,public,Njombe,Njombe TC,-9.552747,34.951004,shighland
UTENGULE,108207-2,public,Mbeya,Mbeya DC,-8.90754,33.33796,shighland
UTENGULE USANGU,109622-1,public,Mbeya,Mbarali DC,-8.67629,33.86412,shighland
UTIGA,114741-2,public,Njombe,Njombe TC,-9.39189,34.76794,shighland
UTIGA,122519-2,public,Njombe,Wanging'ombe DC,-8.83604,34.64464,shighland
UTILILI,108212-2,public,Njombe,Ludewa DC,-9.70425,34.43046,shighland
UTIMBE,108213-0,public,Mtwara,Masasi DC,-11.03351,38.94711,southern
UTIMULE,108214-8,public,Tabora,Sikonge DC,-5.978444,32.791211,central
Utinta,108215-5,public,Rukwa,Nkasi DC,-7.13333,30.5167,shighland
UTIRI,108216-3,public,Ruvuma,Mbinga TC,-10.87067,35.05611,shighland
UTUJA,108217-1,public,Tabora,Igunga DC,-4.660657,33.464973,central
UTUKUFU,123746-0,private,Tabora,Nzega TC,-4.21561,33.18771,central
UTUKUFU,124376-5,private,Dar Es Salaam,Ilala MC,-6.68047,39.69423,coastal
UTULIVU,112827-1,private,Geita,Geita TC,-2.87055,32.2345,lake
UTULIVU,114351-0,private,Mwanza,Kwimba DC,-2.79561,33.51796,lake
UTULIVU,123726-2,private,Geita,Geita TC,-2.87078,32.24444,lake
UTUNGE,108219-7,public,Pwani,Rufiji DC,-8.01218,38.85865,coastal
UTURO,108220-5,public,Mbeya,Mbarali DC,-8.80331,34.1388,shighland
UTURUKI,100167-6,private,Dar Es Salaam,Ilala MC,-6.83053,39.16801,coastal
UTWANGO,108222-1,public,Ruvuma,Namtumbo DC,,35.84946,shighland
UUWO,108223-9,private,Kilimanjaro,Moshi DC,-3.27123,37.58957,northern
UVINZA,108225-4,public,Kigoma,Uvinza DC,-5.07713,30.37036,central
UVINZA,108224-7,public,Kigoma,Uvinza DC,-5.11088,30.3899,central
Uvinza DC,124698-2,public,Kigoma,Uvinza DC,,,central
UWANJA WA TAIFA,122751-1,public,Morogoro,Morogoro MC,-6.79299,37.65293,coastal
UWANZA,108227-0,public,Singida,Iramba DC,-4.37815,34.49649,central
UWATA,120977-4,private,Mbeya,Mbeya CC,-8.92525,33.48247,shighland
UWATA,111636-7,private,Mbeya,Mbeya CC,-8.92557,33.48356,shighland
UYAHUDINI,115107-5,public,Ruvuma,Songea DC,-10.7088,35.511,shighland
UYOGO,110960-2,public,Tabora,Urambo DC,-4.91533,32.02967,central
UYOGO,108231-2,public,Shinyanga,Ushetu DC,-4.17872,32.34633,lake
UYOLE,108232-0,private,Mbeya,Mbeya CC,-8.91325,33.54269,shighland
UYOVU,108233-8,public,Geita,Bukombe DC,-3.33583,31.52579,lake
UYOVU PRINMAT,111788-6,private,Geita,Bukombe DC,-3.33773,31.52282,lake
UYOWA,108234-6,public,Tabora,Kaliua DC,-4.54376001,31.9651001,central
UYOWA,120676-2,public,Tabora,Kaliua DC,-4.54376,31.96514,central
UYUI,114003-7,public,Tabora,Uyui DC,,,central
Uyui DC,124836-8,public,Tabora,Uyui DC,,,central
UZAYR'S CHILD DEVELOPMENT AND LEARNING CENTRE,123487-1,private,Dar Es Salaam,Kinondoni MC,-6.7443,39.27775,coastal
UZENA,108236-1,public,Ruvuma,Mbinga TC,-11.018257,35.103147,shighland
Uzia,108237-9,public,Rukwa,Sumbawanga DC,-7.728587,31.612823,shighland
UZIMA,110293-8,private,Morogoro,Morogoro MC,-6.8148,37.66982,coastal
UZIMA,114602-6,private,Kilimanjaro,Moshi DC,-3.48991,37.43625,northern
UZIMA,112434-6,private,Dar Es Salaam,Ilala MC,,,coastal
UZIMA,112520-2,private,Tabora,Kaliua DC,-4.622627,32.162112,central
UZIMA,123522-5,private,Kigoma,Kasulu TC,-4.57391,30.09824,central
UZIMA,123534-0,private,Singida,Singida MC,,34.76818,central
UZIMA,123772-6,private,Arusha,Arusha DC,-3.31571,36.63881,northern
UZIMA KWANZA,122095-3,private,Mwanza,Nyamagana MC,-2.6253924,32.947112,lake
UZIMA KWANZA,124017-5,private,Mwanza,Nyamagana MC,-2.62743,32.94661,lake
UZIMA MISSION,108239-5,private,Pwani,Mkuranga DC,-6.97941,39.28865,coastal
UZIMA SELIAN,122143-1,private,Morogoro,Morogoro DC,,,coastal
V Serve,111430-5,private,Dar Es Salaam,Ilala MC,-6.817188,39.287056,coastal
VALE YOMBO RELI,122094-6,private,Dar Es Salaam,Temeke MC,,,coastal
VALESKA,124197-5,public,Arusha,Meru DC,-3.52683,36.88455,northern
VAMKEKENA SPECIALIZED OBGYN SPECIALIZED CLINIC,120267-0,private,Mbeya,Mbeya CC,-8.92271,33.42391,shighland
VANESA,113187-9,private,Tabora,Tabora MC,-5.01735,32.8055,central
VATCAN HEALTH LABORATORY,121530-0,private,Singida,Singida MC,,,central
VATICAN,113393-3,private,Mwanza,Sengerema DC,-2.38377,32.65595,lake
VATICANA,111248-1,private,Geita,Geita TC,-2.87965,32.22551,lake
VEMA,112664-8,private,Morogoro,Morogoro MC,-6.82375,37.65421,coastal
VENI,114292-6,private,Dar Es Salaam,Ubungo MC,,,coastal
VERITAS,123758-5,private,Kilimanjaro,Moshi MC,-3.34742,37.34394,northern
VERSATILE,124340-1,private,Arusha,Arusha CC,-3.36686,36.44078,northern
VERTEX,124594-3,private,Njombe,Makambako TC,-8.84084,34.80118,shighland
VEYULA,108293-2,private,Dodoma,Dodoma CC,-6.028831,35.75711,central
VEYULA MJI MPYA,120377-7,private,Dodoma,Dodoma CC,,,central
VIANZI,108244-5,public,Pwani,Mkuranga DC,-7.0407,39.33069,coastal
Vibrant,122118-3,private,Dodoma,Kongwa DC,,,central
VICTORIA,112009-6,private,Katavi,Mpanda MC,-6.33185,31.08226,shighland
VICTORIA,120388-4,private,Mwanza,Ilemela MC,-2.50629,32.92209,lake
VICTORIA,122211-6,private,Morogoro,Kilosa DC,,,coastal
VICTORIA   HEALTH  SERVICES,111217-6,private,Mtwara,Masasi TC,-10.72013,38.81947,southern
VICTORIA - KILIMAHEWA,108247-8,private,Mwanza,Ilemela MC,-2.49562,32.91525,lake
VICTORIA MEDICAL  SERVICES,122639-8,private,Pwani,Kibaha DC,-6.72471,38.75742,coastal
VICTORIOUS,122917-8,private,Dar Es Salaam,Kinondoni MC,-6.76697,39.24342,coastal
VICTORIOUS MEDICAL,123344-4,private,Dodoma,Dodoma CC,-6.14112,35.70309,central
